9 7 5 2 14 15 12 10 11 3 6 1 8 13 0 4	18150875	57	221.893	268.734	41	solved
3 2 7 9 0 15 12 4 6 11 5 14 8 13 10 1	22791713	32	30	237.813	37	timeout
13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15	438960	46	512.029	209.652	34	solved
5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2	276325	53	240.818	277.666	45	solved
4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14	751475	50	872.859	250.634	34	solved
1 7 15 14 2 6 4 9 12 11 13 3 0 8 5 10	1263033	49	132.334	229.222	35	solved
9 14 5 7 8 15 1 2 10 4 13 6 12 0 11 3	191601	44	156.928	212.678	32	solved
0 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6	9499694	54	11.8908	251.273	34	solved
7 15 4 0 10 9 2 5 12 11 13 6 1 3 14 8	5342754	57	607.012	287.625	39	solved
11 4 0 8 6 10 5 13 12 7 14 3 1 2 9 15	4484857	54	528.403	251.702	38	solved
	Total time taken for all instances: 1419.49 seconds.					
